sentence pair id,sentence pair type,evaluator id,q1 score,q2 score,target language,human translation,machine translation,original
BG_SE_40,A,DW_Bulgarian_01,100,0,BG,През 2006 той се прочу и извън строителството. ,През 2006 г. става известен и извън строителния бранш.,In 2006 he became known beyond the construction industry. 
BG_SE_40,A,BBC_Bulgarian_02,100,0,BG,През 2006 той се прочу и извън строителството. ,През 2006 г. става известен и извън строителния бранш.,In 2006 he became known beyond the construction industry. 
BG_SE_40,A,BBC_Bulgarian_03,50,0,BG,През 2006 той се прочу и извън строителството. ,През 2006 г. става известен и извън строителния бранш.,In 2006 he became known beyond the construction industry. 
BG_SE_40,A,BBC_Bulgarian_01,100,0,BG,През 2006 той се прочу и извън строителството. ,През 2006 г. става известен и извън строителния бранш.,In 2006 he became known beyond the construction industry. 
BG_SE_40,A,DW_Bulgarian_02,100,0,BG,През 2006 той се прочу и извън строителството. ,През 2006 г. става известен и извън строителния бранш.,In 2006 he became known beyond the construction industry. 
BG_SE_41,A,BBC_Bulgarian_03,54,0,BG,"Той обхвана и арктическите, и субарктическите региони. ","Тя обхваща както арктическите, така и субарктическите региони.",It covers both Arctic and Subarctic regions. 
BG_SE_41,A,BBC_Bulgarian_02,24,0,BG,"Той обхвана и арктическите, и субарктическите региони. ","Тя обхваща както арктическите, така и субарктическите региони.",It covers both Arctic and Subarctic regions. 
BG_SE_41,A,DW_Bulgarian_02,87,0,BG,"Той обхвана и арктическите, и субарктическите региони. ","Тя обхваща както арктическите, така и субарктическите региони.",It covers both Arctic and Subarctic regions. 
BG_SE_41,A,DW_Bulgarian_01,37,0,BG,"Той обхвана и арктическите, и субарктическите региони. ","Тя обхваща както арктическите, така и субарктическите региони.",It covers both Arctic and Subarctic regions. 
BG_SE_41,A,BBC_Bulgarian_01,82,0,BG,"Той обхвана и арктическите, и субарктическите региони. ","Тя обхваща както арктическите, така и субарктическите региони.",It covers both Arctic and Subarctic regions. 
BG_SE_42,A,BBC_Bulgarian_03,98,0,BG,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,A,BBC_Bulgarian_02,100,0,BG,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,A,DW_Bulgarian_02,100,0,BG,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,A,BBC_Bulgarian_01,91,0,BG,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_42,A,DW_Bulgarian_01,97,0,BG,"Лекарят го попитал кога ще дойде майка му да го види и Юрий казал, че има двама бащи. ","Докторът го попитал кога ще дойде майка му и Юри казал, че има двама бащи.",The doctor asked him when his mother was going to come and Yuri said that he had two fathers. 
BG_SE_43,A,BBC_Bulgarian_02,93,0,BG,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,A,DW_Bulgarian_02,92,0,BG,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,A,BBC_Bulgarian_03,100,0,BG,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,A,DW_Bulgarian_01,93,0,BG,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_43,A,BBC_Bulgarian_01,100,0,BG,Досега на Луната са стъпили 12 души. ,12 човека са ходили на Луната досега.,12 humans have walked on the moon so far. 
BG_SE_44,A,BBC_Bulgarian_01,10,0,BG,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,A,BBC_Bulgarian_03,54,0,BG,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,A,BBC_Bulgarian_02,38,0,BG,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,A,DW_Bulgarian_02,0,0,BG,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_44,A,DW_Bulgarian_01,23,0,BG,"Най-напред през 2012 г. излезе законът, който забранява осиновяването на руски деца от американски граждани. ","Първо имаше законът през 2012 г., забраната за осиновяване на руски деца от американски граждани.","First, there was the law in 2012, the ban on the adoption of Russian children by US citizens. "
BG_SE_45,A,DW_Bulgarian_01,0,0,BG,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,A,DW_Bulgarian_02,0,0,BG,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,A,BBC_Bulgarian_02,8,0,BG,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,A,BBC_Bulgarian_01,0,0,BG,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_45,A,BBC_Bulgarian_03,0,0,BG,Което е изключителна рядкост в Албания. ,"Това е труден път, който трябва да се извърви в Албания.",That's a tough road to take in Albania. 
BG_SE_46,A,BBC_Bulgarian_01,77,0,BG,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,A,BBC_Bulgarian_03,94,0,BG,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,A,DW_Bulgarian_02,85,0,BG,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,A,BBC_Bulgarian_02,55,0,BG,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_46,A,DW_Bulgarian_01,65,0,BG,Нужно ми бе строително разрешение за парцел с многоетажна сграда – проектът бе добър. ,"Трябваше да получа разрешение за строеж на парче земя, за многоетажно строителство, добър проект.","I had to get a construction permission for a piece of land, for a multi-story construction, a good project. "
BG_SE_47,A,BBC_Bulgarian_02,24,0,BG,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,A,DW_Bulgarian_01,24,0,BG,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,A,BBC_Bulgarian_03,51,0,BG,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,A,DW_Bulgarian_02,0,0,BG,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_47,A,BBC_Bulgarian_01,9,0,BG,"Но този път, нарушавайки закона, ""Рамщайн"" отидоха твърде далеч. ","Но чрез ефективно нарушаване на закона, Ramstein взе нещата още по-далеч.","But by effectively breaking the law, Ramstein took things even further."
BG_SE_48,A,DW_Bulgarian_02,0,0,BG,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,A,BBC_Bulgarian_03,5,0,BG,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,A,BBC_Bulgarian_01,12,0,BG,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,A,DW_Bulgarian_01,38,0,BG,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_48,A,BBC_Bulgarian_02,13,0,BG,"Независимо от огромната популярност на ""Рамщайн"" в Русия, взаимната им любов не е напълно споделена, особено в Кремъл. ","Но въпреки огромната популярност на групата в тази страна, любовта не изглежда универсално бутафорна, особено в Кремъл.","But despite the band's huge popularity in that country, the love doesn't seem to be universally reciprocated, especially at the Kremlin."
BG_SE_49,A,DW_Bulgarian_02,89,0,BG,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,A,BBC_Bulgarian_03,91,0,BG,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,A,BBC_Bulgarian_02,77,0,BG,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,A,DW_Bulgarian_01,77,0,BG,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_49,A,BBC_Bulgarian_01,92,0,BG,Край на слънчевите затъмнения. ,Краят на слънчевото затъмнение,The end of solar eclipse
BG_SE_50,A,BBC_Bulgarian_01,100,0,BG,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,A,BBC_Bulgarian_03,100,0,BG,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,A,DW_Bulgarian_02,100,0,BG,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,A,BBC_Bulgarian_02,100,0,BG,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_50,A,DW_Bulgarian_01,100,0,BG,Няма нищо по-лошо от това да им дадеш като подкуп печалбата си за месеца. ,Няма нищо по-лошо от това да им дадеш месечната си печалба като подкуп.,There is nothing worse than having to give them your monthly profit as a bribe.
BG_SE_51,A,DW_Bulgarian_01,69,0,BG,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,A,BBC_Bulgarian_02,24,0,BG,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,A,BBC_Bulgarian_01,50,0,BG,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,A,BBC_Bulgarian_03,11,0,BG,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_51,A,DW_Bulgarian_02,0,0,BG,"Този вид заплахи обаче не стряскат огромното мнозинство фенове, които харесват метъл групата именно заради провокационните й изяви. ","Подобни заплахи обаче падат на глухи очи сред огромната част от феновете, които се радват на метъл групата именно заради противоречивите си каскади.","However, such threats fall on deaf ears among the vast majority of fans, who enjoy the metal group precisely for their controversial stunts. "
BG_SE_52,A,BBC_Bulgarian_02,45,0,BG,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,A,DW_Bulgarian_01,0,0,BG,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,A,BBC_Bulgarian_01,0,0,BG,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,A,BBC_Bulgarian_03,10,0,BG,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_52,A,DW_Bulgarian_02,0,0,BG,"Докато подкупите продължават да минават без никакви последствия, шансовете на Албания за членство в ЕС са незначителни.Това видео на един гренландски климатолог стана вирално. ","Като се има предвид, че незаконните фондове постоянно текат и че перспективите на Албания да стане част от ЕС не се променят, перспективите й за членство в ЕС намаляват.Това видео от изследовател на климата в Гренландия стана вирусно.",With illicit funds flowing steadily and no change in sight Albania's prospects of becoming a part of the EU are diminishing.This video from a Greenland climate researcher went viral.  
BG_SE_53,A,DW_Bulgarian_01,77,0,BG,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,A,DW_Bulgarian_02,97,0,BG,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,A,BBC_Bulgarian_03,100,0,BG,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,A,BBC_Bulgarian_01,100,0,BG,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_53,A,BBC_Bulgarian_02,98,0,BG,След което с тях щели да се занимават психолози. ,След това те щели да бъдат предадени на психолози.,They would then be handed over to psychologists. 
BG_SE_54,A,DW_Bulgarian_02,0,0,BG,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,A,BBC_Bulgarian_03,98,0,BG,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,A,BBC_Bulgarian_02,100,0,BG,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,A,BBC_Bulgarian_01,100,0,BG,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_54,A,DW_Bulgarian_01,24,0,BG,Астронавтите обаче досега не са го срещали. ,"Астронавти тепърва ще се натъкват на тях, обаче.","Astronauts are yet to encounter them, though."
BG_SE_55,A,DW_Bulgarian_01,0,0,BG,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,A,DW_Bulgarian_02,0,0,BG,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,A,BBC_Bulgarian_03,16,0,BG,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,A,BBC_Bulgarian_01,0,0,BG,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_55,A,BBC_Bulgarian_02,23,0,BG,"Вероятно поради това нашите предци са сметнали, че двете неща са свързани. ","Може би, това може да е една от причините нашите предци да почерпят връзката.","Perhaps, that could be one reason our ancestors drew the connection."
BG_SE_56,A,BBC_Bulgarian_01,78,0,BG,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,A,DW_Bulgarian_02,23,0,BG,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,A,BBC_Bulgarian_03,79,0,BG,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,A,BBC_Bulgarian_02,23,0,BG,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_56,A,DW_Bulgarian_01,38,0,BG,След това ми се обадиха от районното управление. ,Получих обаждане от районната прокуратура.,I got a call from the district office. 
BG_SE_57,A,BBC_Bulgarian_03,0,0,BG,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,A,DW_Bulgarian_02,0,0,BG,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,A,DW_Bulgarian_01,24,0,BG,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,A,BBC_Bulgarian_01,24,0,BG,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_57,A,BBC_Bulgarian_02,24,0,BG,"Животните просто вият само нощем, т.е. точно тогава, когато и пълната луна се вижда най-добре. ","Животните просто се окопават през нощта, което е и времето, когато най-ясно се вижда пълнолуние.","Animals simply yowl at night, which is also the time when a full moon is most visible. "
BG_SE_58,A,BBC_Bulgarian_02,45,0,BG,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,A,BBC_Bulgarian_01,24,0,BG,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,A,DW_Bulgarian_02,23,0,BG,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,A,DW_Bulgarian_01,90,0,BG,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_58,A,BBC_Bulgarian_03,99,0,BG,"При толкова много чужди работници, с всичките тези ""гастарбайтери"", местните хора вече нямат тази възможност.","С идването на чуждестранните хора, на ""Gastarbeiter"", местните жители вече нямат тази възможност.","With the foreign people coming across, the ""Gastarbeiter"" coming across, locals no longer have that opportunity."
BG_SE_59,A,DW_Bulgarian_02,65,0,BG,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,A,DW_Bulgarian_01,24,0,BG,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,A,BBC_Bulgarian_03,50,0,BG,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,A,BBC_Bulgarian_01,78,0,BG,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_59,A,BBC_Bulgarian_02,60,0,BG,Той тревожи и шотландските фермери.,Brexit също има притеснителен ефект върху шотландските фермери.,Brexit also has a worrying effect on Scottish farmers.
BG_SE_60,A,BBC_Bulgarian_02,77,0,BG,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,A,DW_Bulgarian_02,77,0,BG,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,A,BBC_Bulgarian_01,100,0,BG,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,A,DW_Bulgarian_01,82,0,BG,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_60,A,BBC_Bulgarian_03,50,0,BG,"Няколко адвокати потвърдиха, че властите ще се опитат да ми отнемат децата. ","Няколко адвокати потвърдиха, че властите могат да отнемат децата от мен.",Several lawyers have confirmed that the authorities could take the children away from me. 
BG_SE_61,A,DW_Bulgarian_02,0,0,BG,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,A,DW_Bulgarian_01,36,0,BG,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,A,BBC_Bulgarian_02,24,0,BG,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,A,BBC_Bulgarian_03,0,0,BG,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_61,A,BBC_Bulgarian_01,0,0,BG,Защо ви обвиняват в убийство?,"За кого се твърди, че сте убили?",Whom are you alleged to have murdered? 
BG_SE_62,A,BBC_Bulgarian_01,23,0,BG,"Критичните гласове са принудени да замълчат, а хората от ЛГБТ общността са преследвани без видими основания, само под натиска на политиците, насърчаващи хомофобията в обществото.","Гласовете на дисидентите бяха заглушени, а ЛГБТ хората бяха преследвани по видима причина, различна от политиците, които се стремят към хомофобия в обществото.","Dissident voices have been silenced, and LGBT people persecuted for no apparent reason other than politicians pandering to homophobia in society."
BG_SE_62,A,DW_Bulgarian_02,0,0,BG,"Критичните гласове са принудени да замълчат, а хората от ЛГБТ общността са преследвани без видими основания, само под натиска на политиците, насърчаващи хомофобията в обществото.","Гласовете на дисидентите бяха заглушени, а ЛГБТ хората бяха преследвани по видима причина, различна от политиците, които се стремят към хомофобия в обществото.","Dissident voices have been silenced, and LGBT people persecuted for no apparent reason other than politicians pandering to homophobia in society."
